"ID","Binomial","Replicate","Class","Order","Family","Genus","Species","Subspecies","Common_name","Location","Latitude","Longitude","System","Units","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","FBname","SpeciesRefNo","LongevityWild","LongevityCaptive","Length","LTypeMaxM","LengthFemale","LTypeMaxF","CommonLength","LTypeComM","CommonLengthF","LTypeComF","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","SpecCode","Troph","seTroph","TrophObserved","Median_T","lcl_T","ucl_T","n_T"
4296,"Salvelinus_fontinalis",0,"Fish","Salmoniformes","Salmonidae","Salvelinus","fontinalis","NULL","Brook Trout","Cape Race, Newfoundland",46.660556,-53.074453,"Freshwater","Adult census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","107","179","169","84","133","86","NULL","NULL","NULL","NULL","NULL","Brook trout",86798,24,5,86,"SL",NA,NA,"26.350000381469727","TL",NA,NA,"15",27,3899,NA,NA,NA,"246",3.30999994277954,0,TRUE,NA,NA,NA,NA
4297,"Salvelinus_fontinalis",0,"Fish","Salmoniformes","Salmonidae","Salvelinus","fontinalis","NULL","Brook Trout","Cape Race, Newfoundland",46.660556,-53.074453,"Freshwater","Adult census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","80","74","52","64","NULL","NULL","NULL","NULL","NULL","Brook trout",86798,24,5,86,"SL",NA,NA,"26.350000381469727","TL",NA,NA,"15",27,3899,NA,NA,NA,"246",3.30999994277954,0,TRUE,NA,NA,NA,NA
4298,"Salvelinus_fontinalis",0,"Fish","Salmoniformes","Salmonidae","Salvelinus","fontinalis","NULL","Brook Trout","Cape Race, Newfoundland",46.660556,-53.074453,"Freshwater","Adult census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","877","1357","NULL","1383","1287","NULL","NULL","NULL","NULL","NULL","NULL","Brook trout",86798,24,5,86,"SL",NA,NA,"26.350000381469727","TL",NA,NA,"15",27,3899,NA,NA,NA,"246",3.30999994277954,0,TRUE,NA,NA,NA,NA
4299,"Salvelinus_fontinalis",0,"Fish","Salmoniformes","Salmonidae","Salvelinus","fontinalis","NULL","Brook Trout","Cape Race, Newfoundland",46.660556,-53.074453,"Freshwater","Adult census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","316","278","250","331","367","798","NULL","NULL","NULL","NULL","NULL","Brook trout",86798,24,5,86,"SL",NA,NA,"26.350000381469727","TL",NA,NA,"15",27,3899,NA,NA,NA,"246",3.30999994277954,0,TRUE,NA,NA,NA,NA
4300,"Salvelinus_fontinalis",0,"Fish","Salmoniformes","Salmonidae","Salvelinus","fontinalis","NULL","Brook Trout","Cape Race, Newfoundland",46.660556,-53.074453,"Freshwater","Adult census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","461","372","NULL","419","557","625","NULL","NULL","NULL","NULL","NULL","Brook trout",86798,24,5,86,"SL",NA,NA,"26.350000381469727","TL",NA,NA,"15",27,3899,NA,NA,NA,"246",3.30999994277954,0,TRUE,NA,NA,NA,NA
4301,"Salvelinus_fontinalis",0,"Fish","Salmoniformes","Salmonidae","Salvelinus","fontinalis","NULL","Brook Trout","Cape Race, Newfoundland",46.660556,-53.074453,"Freshwater","Adult census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1081","1405","997","587","784","1081","NULL","NULL","NULL","NULL","NULL","Brook trout",86798,24,5,86,"SL",NA,NA,"26.350000381469727","TL",NA,NA,"15",27,3899,NA,NA,NA,"246",3.30999994277954,0,TRUE,NA,NA,NA,NA
4302,"Salvelinus_fontinalis",0,"Fish","Salmoniformes","Salmonidae","Salvelinus","fontinalis","NULL","Brook Trout","Cape Race, Newfoundland",46.660556,-53.074453,"Freshwater","Adult census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","76","79","75","66","57","49","NULL","NULL","NULL","NULL","NULL","Brook trout",86798,24,5,86,"SL",NA,NA,"26.350000381469727","TL",NA,NA,"15",27,3899,NA,NA,NA,"246",3.30999994277954,0,TRUE,NA,NA,NA,NA
4303,"Salvelinus_fontinalis",0,"Fish","Salmoniformes","Salmonidae","Salvelinus","fontinalis","NULL","Brook Trout","Cape Race, Newfoundland",46.660556,-53.074453,"Freshwater","Adult census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2222","3835","1940","2223","3168","2907","NULL","NULL","NULL","NULL","NULL","Brook trout",86798,24,5,86,"SL",NA,NA,"26.350000381469727","TL",NA,NA,"15",27,3899,NA,NA,NA,"246",3.30999994277954,0,TRUE,NA,NA,NA,NA
4304,"Salvelinus_fontinalis",0,"Fish","Salmoniformes","Salmonidae","Salvelinus","fontinalis","NULL","Brook Trout","Cape Race, Newfoundland",46.660556,-53.074453,"Freshwater","Adult census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1101","735","530","795","726","1148","NULL","NULL","NULL","NULL","NULL","Brook trout",86798,24,5,86,"SL",NA,NA,"26.350000381469727","TL",NA,NA,"15",27,3899,NA,NA,NA,"246",3.30999994277954,0,TRUE,NA,NA,NA,NA
4305,"Salvelinus_fontinalis",0,"Fish","Salmoniformes","Salmonidae","Salvelinus","fontinalis","NULL","Brook Trout","Cape Race, Newfoundland",46.660556,-53.074453,"Freshwater","Adult census","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6713","8416","NULL","10032","6883","NULL","NULL","NULL","NULL","NULL","NULL","Brook trout",86798,24,5,86,"SL",NA,NA,"26.350000381469727","TL",NA,NA,"15",27,3899,NA,NA,NA,"246",3.30999994277954,0,TRUE,NA,NA,NA,NA
4306,"Salvelinus_fontinalis",0,"Fish","Salmoniformes","Salmonidae","Salvelinus","fontinalis","NULL","Brook trout","Prince Edward Island National Park",46.416091,-63.074093,"Freshwater","CPUE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.007317966","NULL","0.001049043","NULL","0.000552608","NULL","0.001578573","NULL","0.000399968","0.001289117","0.000316857","0.000626233","NULL","NULL","NULL","Brook trout",86798,24,5,86,"SL",NA,NA,"26.350000381469727","TL",NA,NA,"15",27,3899,NA,NA,NA,"246",3.30999994277954,0,TRUE,NA,NA,NA,NA
4309,"Salvelinus_namaycush",0,"Fish","Salmoniformes","Salmonidae","Salvelinus","namaycush","NULL","Lake Trout","Kathleen Lake, Kluane National Park",60.571971,-137.301952,"Freshwater","CPUE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.1","2.11","2.17","1.86","NULL","NULL","NULL","NULL","2.58","NULL","NULL","Lake trout",86798,50,12,150,"TL",NA,NA,"50","TL",NA,NA,"3",61,120394,18,53,1998,"248",4.28999996185303,0.509999990463257,TRUE,9,4.5,12.1999998092651,12
4334,"Sardinops_sagax",1,"Fish","Clupeiformes","Clupeidae","Sardinops","sagax","NULL","Pacific sardine","West Coast of North America",53.135067,-132.70632,"Marine","Biomass (t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1534415","1774784","1471710","1097736","755371","594343","532226","340875","170633","81648","65405","57067","43483","NULL","NULL","NULL","South American pilchard",188,25,NA,39.5,"SL",NA,NA,"20","SL",NA,NA,"0",200,188,NA,NA,NA,"1477",2.83999991416931,0.125,TRUE,NA,NA,NA,NA
4340,"Sebastes_alutus",1,"Fish","Scorpaeniformes","Sebastidae","Sebastes","alutus","NULL","Pacific Ocean pearch","West Coast Vancouver Island",49.31,-126.78,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4921028.568","NULL","2142049.953","NULL","1420504.256","NULL","5183022.556","NULL","2810127.475","NULL","5354411.966","NULL","2398552.137","NULL","NULL","NULL","NULL","Pacific ocean perch",2850,103,NA,53,"TL",NA,NA,NA,NA,NA,NA,"0",825,6793,165,293,27437,"504",3.48000001907349,0.319999992847443,TRUE,8.19999980926514,7.69999980926514,10.3000001907349,29
4341,"Sebastes_alutus",1,"Fish","Scorpaeniformes","Sebastidae","Sebastes","alutus","NULL","Pacific Ocean pearch","West Coast Haida Gwaii",53.135067,-132.70632,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8762259.9","7298485.264","7383980.452","NULL","3744043.877","NULL","6857714.841","NULL","NULL","NULL","11995491.56","NULL","NULL","NULL","NULL","Pacific ocean perch",2850,103,NA,53,"TL",NA,NA,NA,NA,NA,NA,"0",825,6793,165,293,27437,"504",3.48000001907349,0.319999992847443,TRUE,8.19999980926514,7.69999980926514,10.3000001907349,29
4342,"Sebastes_auriculatus",0,"Fish","Scorpaeniformes","Sebastidae","Sebastes","auriculatus","NULL","Brown rockfish","Pacific Rim National Park",48.782655,-125.173875,"Marine","Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","2","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Brown rockfish",2850,34,NA,56,"TL",NA,NA,NA,NA,NA,NA,"0",128,27437,NA,NA,NA,"3951",4.03000020980835,0.620000004768372,TRUE,NA,NA,NA,NA
4346,"Sebastes_aurora",1,"Fish","Scorpaeniformes","Sebastidae","Sebastes","aurora","NULL","Aurora rockfish","West Coast Haida Gwaii",53.135067,-132.70632,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3784.518795","10517.86996","18807.6914","NULL","3476.783383","NULL","4534.635366","NULL","NULL","NULL","3672.666778","NULL","NULL","NULL","NULL","Aurora rockfish",2850,75,NA,41,"TL",NA,NA,NA,NA,NA,NA,"124",769,27437,366,550,6885,"3952",3.71000003814697,0.629999995231628,FALSE,NA,NA,NA,NA
4354,"Sebastes_babcocki",1,"Fish","Scorpaeniformes","Sebastidae","Sebastes","babcocki","NULL","Redbanded rockfish","Goose Island Gully Trawl",51.28333,-129,"Marine","Biomass (t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1862.3","NULL","1055.2","NULL","551.3","NULL","477.5","NULL","NULL","726.9","560.3","NULL","NULL","NULL","NULL","NULL","NULL","1656.2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","554.5","850","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Redbanded rockfish",2850,106,NA,64,"TL",NA,NA,NA,NA,NA,NA,"49",625,6793,NA,NA,NA,"3953",3.8199999332428,0.649999976158142,FALSE,NA,NA,NA,NA
4355,"Sebastes_babcocki",1,"Fish","Scorpaeniformes","Sebastidae","Sebastes","babcocki","NULL","Redbanded rockfish","Vancouver (canada only)",49.421062,-123.041222,"Marine","Biomass (t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","199.8","NULL","NULL","234.7","NULL","NULL","NULL","NULL","NULL","234.7","NULL","NULL","323","NULL","NULL","163.1","NULL","NULL","113.7","NULL","NULL","224.3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Redbanded rockfish",2850,106,NA,64,"TL",NA,NA,NA,NA,NA,NA,"49",625,6793,NA,NA,NA,"3953",3.8199999332428,0.649999976158142,FALSE,NA,NA,NA,NA
4356,"Sebastes_babcocki",1,"Fish","Scorpaeniformes","Sebastidae","Sebastes","babcocki","NULL","Redbanded rockfish","Queen Charlotte Sound",51.85732,-128.86062,"Marine","Biomass (t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","147.6","87.5","81.5","59.6","23.7","94.7","125.9","133.1","197.1","109.6","61.9","60.6","92.3","25.5","151.8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Redbanded rockfish",2850,106,NA,64,"TL",NA,NA,NA,NA,NA,NA,"49",625,6793,NA,NA,NA,"3953",3.8199999332428,0.649999976158142,FALSE,NA,NA,NA,NA
4357,"Sebastes_babcocki",1,"Fish","Scorpaeniformes","Sebastidae","Sebastes","babcocki","NULL","Redbanded rockfish","Queen Charlotte Sound",51.85732,-128.86062,"Marine","Biomass (t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","887.8","555.4","1245","NULL","911.1","NULL","889.9","NULL","850.7","NULL","956.7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Redbanded rockfish",2850,106,NA,64,"TL",NA,NA,NA,NA,NA,NA,"49",625,6793,NA,NA,NA,"3953",3.8199999332428,0.649999976158142,FALSE,NA,NA,NA,NA
4358,"Sebastes_babcocki",1,"Fish","Scorpaeniformes","Sebastidae","Sebastes","babcocki","NULL","Redbanded rockfish","West Coast Vancouver Island",49.31,-126.78,"Marine","Biomass (t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","248.1","NULL","98.4","NULL","84.3","NULL","180","NULL","269.2","NULL","266.2","NULL","NULL","NULL","NULL","NULL","NULL","Redbanded rockfish",2850,106,NA,64,"TL",NA,NA,NA,NA,NA,NA,"49",625,6793,NA,NA,NA,"3953",3.8199999332428,0.649999976158142,FALSE,NA,NA,NA,NA
4359,"Sebastes_babcocki",1,"Fish","Scorpaeniformes","Sebastidae","Sebastes","babcocki","NULL","Redbanded rockfish","Haida Gwaii",52,-132,"Marine","Biomass (t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","160.5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","74.8","72.5","90.8","NULL","99.4","NULL","87.9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Redbanded rockfish",2850,106,NA,64,"TL",NA,NA,NA,NA,NA,NA,"49",625,6793,NA,NA,NA,"3953",3.8199999332428,0.649999976158142,FALSE,NA,NA,NA,NA
4360,"Sebastes_babcocki",1,"Fish","Scorpaeniformes","Sebastidae","Sebastes","babcocki","NULL","Redbanded rockfish","West Coast Vancouver Island",49.31,-126.78,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","243801.4646","NULL","96311.38558","NULL","82552.97355","NULL","175655.6936","NULL","264728.9541","NULL","261454.574","NULL","138667.7105","NULL","NULL","NULL","NULL","Redbanded rockfish",2850,106,NA,64,"TL",NA,NA,NA,NA,NA,NA,"49",625,6793,NA,NA,NA,"3953",3.8199999332428,0.649999976158142,FALSE,NA,NA,NA,NA
4361,"Sebastes_babcocki",1,"Fish","Scorpaeniformes","Sebastidae","Sebastes","babcocki","NULL","Redbanded rockfish","West Coast Haida Gwaii",53.135067,-132.70632,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","76432.29445","72496.12591","90751.88472","NULL","99344.91175","NULL","78970.27298","NULL","NULL","NULL","119699.0615","NULL","NULL","NULL","NULL","Redbanded rockfish",2850,106,NA,64,"TL",NA,NA,NA,NA,NA,NA,"49",625,6793,NA,NA,NA,"3953",3.8199999332428,0.649999976158142,FALSE,NA,NA,NA,NA
4366,"Sebastes_borealis",1,"Fish","Scorpaeniformes","Sebastidae","Sebastes","borealis","NULL","Shortraker rockfish","West Coast Vancouver Island",49.31,-126.78,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","49289.09228","NULL","87915.2651","NULL","34954.07533","NULL","20092.47271","NULL","43573.13924","NULL","6429.848933","NULL","15315.5302","NULL","NULL","NULL","NULL","Shortraker rockfish",2850,157,NA,108,"TL",NA,NA,NA,NA,NA,NA,"0",1200,50550,NA,NA,NA,"3954",4.30999994277954,0.337000012397766,TRUE,36.5999984741211,NA,NA,2
4367,"Sebastes_borealis",1,"Fish","Scorpaeniformes","Sebastidae","Sebastes","borealis","NULL","Shortraker rockfish","West Coast Haida Gwaii",53.135067,-132.70632,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","259011.2478","401499.4398","315883.4362","NULL","239568.9599","NULL","232186.2545","NULL","NULL","NULL","135350.9793","NULL","NULL","NULL","NULL","Shortraker rockfish",2850,157,NA,108,"TL",NA,NA,NA,NA,NA,NA,"0",1200,50550,NA,NA,NA,"3954",4.30999994277954,0.337000012397766,TRUE,36.5999984741211,NA,NA,2
4373,"Sebastes_brevispinis",1,"Fish","Scorpaeniformes","Sebastidae","Sebastes","brevispinis","NULL","Silvergray rockfish","West Coast Haida Gwaii",53.135067,-132.70632,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1575818.697","1216839.187","1069480.093","NULL","565914.2909","NULL","1327813.923","NULL","NULL","NULL","1348745.699","NULL","NULL","NULL","NULL","Silvergray rockfish",2850,82,NA,71,"TL",NA,NA,NA,NA,NA,NA,"0",375,6793,NA,NA,NA,"3955",3.83999991416931,0.649999976158142,FALSE,NA,NA,NA,NA
