ID,Binomial,Replicate,Class,Order,Family,Genus,Species,Subspecies,Common_name,Location,Latitude,Longitude,System,Units,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
3885,Parophrys_vetulus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Parophrys,vetulus,NULL,English sole,"Hecate Strait (Area DC/5), Canada.",52.5,-130.5,Marine,Biomass (tonnes),4404,2959,2670,2273,1981,2296,2311,2300,2104,1974,1728,1307,1101,1181,1421,1825,2256,2962,3121,3046,2745,2270,2351,3323,3834,3749,4630,4350,4016,4048,2674,2689,2918,3474,3323,2779,3176,3602,3274,4148,4067,3718,3976,4825,4624,4541,3909,5514,3005,2900,3105,3406,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3886,Parophrys_vetulus,1,Actinopterygii,Pleuronectiformes,Pleuronectidae,Parophrys,vetulus,,English sole,"Hecate Strait, British Columbia",53.17986,-130.82861,Marine,Total biomass,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2745,2270,2351,3323,3834,3749,4630,4350,4016,4048,2674,2689,2918,3474,3323,2779,3176,3602,3274,4148,4067,3718,3976,4825,4624,4541,3909,5514,3005,2900,3105,3406,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3887,Parophrys_vetulus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Parophrys,vetulus,,English sole,"Queen Charlotte Sound, British Columbia",51.85732,-128.86062,Marine,CPUE (Weight/ (minute towed*tow length)),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.02496733,0.037854861,0.024587301,NULL,0.012408132,NULL,0.014682728,NULL,0.022897932,NULL,0.034143434,NULL,0.02103689,NULL,NULL,NULL,NULL,NULL
3888,Parophrys_vetulus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Parophrys,vetulus,,English sole,"Hecate Strait, British Columbia",53.17,-130.82,Marine,CPUE (Weight/ (minute towed*tow length)),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.133798939,NULL,0.089429249,NULL,0.089317734,NULL,0.121786751,NULL,0.240951177,NULL,0.105032764,NULL,NULL,NULL,NULL,NULL
3889,Parophrys_vetulus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Parophrys,vetulus,,English sole,"West Coast Vancouver Island, British Columbia",49.31,-126.78,Marine,CPUE (Weight/ (minute towed*tow length)),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.033897175,NULL,0.039049933,NULL,0.032945312,NULL,0.057697296,NULL,0.038471014,NULL,0.066084678,NULL,0.056005179,NULL,NULL,NULL,NULL
3890,Parophrys_vetulus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Parophrys,vetulus,,English sole,"Haida Gwaii, British Columbia",52,-132,Marine,CPUE (Weight/ (minute towed*tow length)),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000843804,0.000489786,0.001103509,NULL,0.000630517,NULL,0.000573264,NULL,0.000112579,NULL,0.001087275,NULL,NULL,NULL,NULL
3891,Parophrys_vetulus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Parophrys,vetulus,,English sole,"Strait of Georgia, British Columbia",49.35,-123.87,Marine,CPUE (Weight/ (minute towed*tow length)),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.141895637,NULL,NULL,0.02842025,NULL,NULL,NULL,NULL,NULL
3892,Parophrys_vetulus,1,Fish,Pleuronectiformes,Pleuronectidae,Parophrys,vetulus,NULL,English sole,West Coast Vancouver Island,49.31,-126.78,Marine,Biomass,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1617831.944,NULL,1071123.254,NULL,1091267.1,NULL,1619994.559,NULL,1151668.818,NULL,2162413.834,NULL,2005563.228,NULL,NULL,NULL,NULL
3893,Parophrys_vetulus,1,Fish,Pleuronectiformes,Pleuronectidae,Parophrys,vetulus,NULL,English sole,West Coast Haida Gwaii,53.135067,-132.70632,Marine,Biomass,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4616.267504,2576.340698,4441.230996,NULL,2253.173753,NULL,2439.192629,NULL,NULL,NULL,5053.178203,NULL,NULL,NULL,NULL
3894,Parophrys_vetulus,1,Fish,Pleuronectiformes,Pleuronectidae,Parophrys,vetulus,NULL,English sole,Strait of Georgia,49.35,-123.87,Marine,Biomass,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4833902.486,NULL,NULL,1201143.591,NULL,NULL,NULL,NULL,NULL
3895,Perca_flavescens,0,Actinopterygii,Perciformes,Percidae,Perca,flavescens,,Yellow perch,"Lake St. Francis, Ontario/QuÃ©bec",45.160229,-74.381869,Freshwater,Catch per standard gillnet,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.45,NULL,16.32,NULL,20.88,NULL,16.57,NULL,15.83,NULL,13.72,NULL,NULL,NULL,11.89,NULL,9.36,NULL,6.49,NULL,7.45,NULL,16.36,NULL,31.03,NULL,30.83,NULL,20.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3896,Perca_flavescens,1,Actinopterygii,Perciformes,Percidae,Perca,flavescens,,Yellow perch,"Toronto Waterfront, Toronto, Lake Ontario, ON",43.62142,-79.361398,Freshwater,Mean catch per trap net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.08,5.96,NULL,NULL,2.63,NULL,20.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3897,Perca_flavescens,1,Actinopterygii,Perciformes,Percidae,Perca,flavescens,,Yellow perch,"Bay of Quinte (inc Conway, Hay Bay, Deseronto, Big Bay, Belleville, Trenton) Bottom trawl sites, ON",44.152886,-77.229936,Freshwater,Catch per trawl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.2394,79.613,121.1976,414.8951,124.0853,210.7403,226.2678,339.6837,265.0707,315.8102,340.4933,274.3314,202.5356,307.5004,268.0987,452.6407,404.7886,285.8094,191.4791,642.2183,113.3803,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3898,Perca_flavescens,1,Actinopterygii,Perciformes,Percidae,Perca,flavescens,,Yellow perch,"NE Lake Ontario (inc Mellville Shoal, Grape Island, Flatt Point, Rocky Point, Wellington, Brighton)",43.947746,-77.547686,Freshwater,Catch per gillnet,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.1338,38.4713,17.3758,15.2357,10.6497,13.4013,14.5223,11.8726,13.4013,5.8599,10.0382,11.5669,24.2038,12.2803,20.9426,16.9682,8.8153,8.1019,9.9363,4.7389,5.2484,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3899,Perca_flavescens,0,Actinopterygii,Perciformes,Percidae,Perca,flavescens,,Yellow perch,"Clearwater River channels, Regional Municipality of Wood Buffalo, Northeastern Alberta",56.675847,-111.12555,Freshwater,Number of individuals caught per 100 seconds,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0673,NULL,0.178,0.099,NULL,NULL,0.1613,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3900,Perca_flavescens,0,Actinopterygii,Perciformes,Percidae,Perca,flavescens,,Yellow perch,"Athabasca River channels, Regional Municipality of Wood Buffalo, Northeastern Alberta",57.15412,-111.627445,Freshwater,Number of individuals caught per 100 seconds,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0793,0.061,0.0646,0.051,0.1676,0.1146,NULL,NULL,0.2006,0.1175,0.0854,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3901,Perca_flavescens,0,Actinopterygii,Perciformes,Percidae,Perca,flavescens,NULL,Yellow perch,"Loachaber Lake, Nova Scotia",45,-63,Freshwater,Abundance proxy based on egg mass tracked over years,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,228,392,411,219,301,258,132,197,127,311,235,242,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3902,Perca_flavescens,0,Actinopterygii,Perciformes,Percidae,Perca,flavescens,,Yellow perch,"South Bay, Lake Huron",45.625,-81.87611,Freshwater,Catch per set,0.6,15.228,18.252,11.196,13.652,21.942,27.212,26.414,55.984,45.128,50.85,97.349,63.148,41.562,24.234,15.503,7.779,4.294,4.669,0.686,0.784,0.167,3.896,7,0.833,0.33,1.547,4.752,5.027,1.198,1.8,2.558,2.523,0.453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3903,Perca_flavescens,0,Actinopterygii,Perciformes,Percidae,Perca,flavescens,,Yellow perch,"Hamilton Harbour, Lake Ontario, Ontario",43.28331,-79.85068,Freshwater,Mean catch per trap net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.11,NULL,0.63,NULL,4.16,NULL,0.25,NULL,1.08,0.71,NULL,NULL,NULL,NULL,NULL
3904,Perca_flavescens,0,Actinopterygii,Perciformes,Percidae,Perca,flavescens,,Yellow perch,"Presquille Bay, Lake Ontario, Ontario",43.99472,-77.72313,Freshwater,Mean catch per trap net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.42,NULL,NULL,NULL,NULL,NULL,NULL,1.81,NULL,NULL,NULL,NULL,NULL
3905,Perca_flavescens,0,Actinopterygii,Perciformes,Percidae,Perca,flavescens,,Yellow perch,"Weller's Bay, Lake Ontario, Ontario",44.01301,-77.59299,Freshwater,Mean catch per trap net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2,NULL,NULL,NULL,NULL,NULL,NULL,0.08,NULL,NULL,NULL,NULL,NULL,NULL,0.08,NULL,NULL,NULL,NULL,NULL
3906,Perca_flavescens,1,Actinopterygii,Perciformes,Percidae,Perca,flavescens,,Yellow perch,"Upper Bay of Quinte, Lake Ontario, Ontario",44.149251,-77.22225,Freshwater,Mean catch per trap net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.75,3.42,1.94,0.83,1,NULL,4.72,7,2.64,6.11,6.25,1.31,2.69,4.94,3.75,NULL,NULL,NULL,NULL,NULL
3907,Percina_caprodes,0,Actinopterygii,Perciformes,Percidae,Percina,caprodes,,Logperch,"Bay of Quinte (inc Conway, Hay Bay, Deseronto, Big Bay, Belleville, Trenton) Bottomtrawl sites, ON",44.152886,-77.229936,Freshwater,Catch per trawl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0842,0.1088,0.0734,0.6391,1.5896,1.4579,1.4705,0.0523,0.3174,0.6186,0.1022,2.676,0.7407,9.4828,0.2008,1.4399,5.1319,9.918,1.2732,4.6046,0.7816,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3908,Peromyscus_leucopus,0,Mammals,Rodentia,Cricetidae,Peromyscus,leucopus,NULL,White-footed mouse,"Cow Island, Queen's University Biological Station, Ontario",44.568605,-76.318333,Terrestrial,number of captures per trap night over the summer,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.223346449,0.019814637,0.34561094,NULL,NULL
3909,Peromyscus_maniculatus,0,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,,North American deermouse / deer mouse,Northern Great Plains,50.54573,-109.28787,Terrestrial,Average annual abundance per owl nest (Average spring abundance - number of individuals),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,39,12,25,26,22,17,16,14,16,18,32,23,20,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3910,Peromyscus_maniculatus,0,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,,North American deermouse / deer mouse,"Douglas-firâ??lodgepole pine forest 20 km northwest of Kamloops, British Columbia",50.822181,-120.460772,Terrestrial,Mean abundance per hectare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.24,2.9,2.94,0.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3911,Peromyscus_maniculatus,0,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,,North American deermouse / deer mouse,"South Pelican Hills, Alberta",55.05,-113.11667,Terrestrial,Mean capture/100 trap-nights,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.84,13.18,11.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3912,Peromyscus_maniculatus,0,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,,North American deermouse / deer mouse,"Boreal forest near Manitouwadge, Ontario",49.249515,-85.58269,Terrestrial,Number of individuals per 100 trap-nights,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.5,4.1,2.5,4.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3913,Peromyscus_maniculatus,0,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,,North American deermouse / deer mouse,"Northwood Pulp and Timber Limited, 54 km northeast of Prince George, British Columbia",54.266485,-122.233677,Terrestrial,Number of individuals per hectare,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.34,1.32,2.3,NULL,4.81,8.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3914,Peromyscus_maniculatus,0,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,,North American deermouse / deer mouse,"Twin Reservoir Valley, southwestern Alberta ",50.310222,-113.476124,Terrestrial,Capture rate per 100 corrected trap-nights,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.3,NULL,NULL,61.4,NULL,14.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3915,Peromyscus_maniculatus,0,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,,North American deermouse / deer mouse,"Pine Coulee Reservoir, southwestern Alberta ",50.141667,-113.761142,Terrestrial,Capture rate per 100 corrected trap-nights,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36,24.1,14.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3916,Peromyscus_maniculatus,0,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,,North American deermouse / deer mouse,"Areas surrounding Kluane National Park, in the boreal forest of southwestern Yukon",60.933633,-138.277537,Terrestrial,Number of individuals per 100 trap nights,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.88,0.86,1.55,1.52,1.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3917,Peromyscus_maniculatus,0,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,,North American deermouse / deer mouse,"Boreal West sampling plots, Ontario",49.182231,-89.473603,Terrestrial,Number of individuals per 100 trap nights,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.0648,10.1496,14.2394,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3918,Peromyscus_maniculatus,0,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,,North American deermouse / deer mouse,"Boreal East sampling plots, Ontario",48.575324,-82.134735,Terrestrial,Number of individuals per 100 trap nights,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.4909,4.0425,0.8832,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
