ID,Binomial,Replicate,Class,Order,Family,Genus,Species,Subspecies,Common_name,Location,Latitude,Longitude,System,Units,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,FBname,SpecCode,SpeciesRefNo,LongevityWild,AgeMax,LongevityCaptive,Length,LTypeMaxM,LengthFemale,LTypeMaxF,CommonLength,LTypeComM,CommonLengthF,LTypeComF,Weight,WeightFemale,MaxWeightRef,Median_T,lcl_T,ucl_T,n_T,Herbivory2,DietTroph,DietSeTroph,DietRemark,DietRef,FoodTroph,FoodSeTroph,FoodRemark,FoodRef,Troph,seTroph,TrophObserved,MaxLength_TLonly
4096,Pseudopleuronectes_americanus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,americanus,NA,Winter flounder,"St-Louis de Kent, New Brunswick",46.75123,-64.951922,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,NULL,NULL,41,NULL,NULL,NULL,NULL,NULL,NULL,Winter flounder,524,27549,14,14,1,64,TL,NA,NA,NA,NA,NA,NA,3600,NA,7251,3.5,2.59999990463257,4.19999980926514,20,mainly animals (troph. 2.8 and up),3.62,0.077,Troph of juv./adults from 5 studies.,26991,3.08,0.54,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.61999988555908,0.0769999995827675,TRUE,64
4097,Pseudopleuronectes_americanus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,americanus,NA,Winter flounder,Tabusintac,47.341712,-64.965766,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,48,NULL,NULL,NULL,NULL,NULL,NULL,Winter flounder,524,27549,14,14,1,64,TL,NA,NA,NA,NA,NA,NA,3600,NA,7251,3.5,2.59999990463257,4.19999980926514,20,mainly animals (troph. 2.8 and up),3.62,0.077,Troph of juv./adults from 5 studies.,26991,3.08,0.54,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.61999988555908,0.0769999995827675,TRUE,64
4098,Pseudopleuronectes_americanus,0,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,americanus,NA,Winter flounder,Trout River,46.46855,-63.446958,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,Winter flounder,524,27549,14,14,1,64,TL,NA,NA,NA,NA,NA,NA,3600,NA,7251,3.5,2.59999990463257,4.19999980926514,20,mainly animals (troph. 2.8 and up),3.62,0.077,Troph of juv./adults from 5 studies.,26991,3.08,0.54,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.61999988555908,0.0769999995827675,TRUE,64
4099,Pseudopleuronectes_americanus,1,Fish,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,americanus,NULL,Winter Flounder,4X,42.72956311,-65.0988351,Marine,Biomass (t),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2673,6250,4760,NULL,NULL,NULL,NULL,Winter flounder,524,27549,14,14,1,64,TL,NA,NA,NA,NA,NA,NA,3600,NA,7251,3.5,2.59999990463257,4.19999980926514,20,mainly animals (troph. 2.8 and up),3.62,0.077,Troph of juv./adults from 5 studies.,26991,3.08,0.54,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.61999988555908,0.0769999995827675,TRUE,64
4100,Pseudopleuronectes_americanus,1,Fish,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,americanus,NULL,Winter Flounder,4VW,43.43761069,-57.69088789,Marine,Biomass (t),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,431,1366,299,NULL,NULL,NULL,NULL,Winter flounder,524,27549,14,14,1,64,TL,NA,NA,NA,NA,NA,NA,3600,NA,7251,3.5,2.59999990463257,4.19999980926514,20,mainly animals (troph. 2.8 and up),3.62,0.077,Troph of juv./adults from 5 studies.,26991,3.08,0.54,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.61999988555908,0.0769999995827675,TRUE,64
4101,Pungitius_pungitius,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NULL,Ninespine stickleback,"Thunder Bay, Lake Superior, Ontario",48.46667,-89.15,Freshwater,Number captured during annual trawl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2183,2688,3067,1046,2337,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ninespine stickleback,3273,5723,5,5,NA,9,TL,NA,NA,6.5,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.32,0.095,Troph of juv./adults from 8 studies.,47371,3.35,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.0949999988079071,TRUE,9
4102,Pungitius_pungitius,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NA,Ninespine stickleback,"Antigonish, Nova Scotia",45.68314,-61.87121,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,769,46,155,393,410,43,125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ninespine stickleback,3273,5723,5,5,NA,9,TL,NA,NA,6.5,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.32,0.095,Troph of juv./adults from 8 studies.,47371,3.35,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.0949999988079071,TRUE,9
4103,Pungitius_pungitius,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NA,Ninespine stickleback,"Basin Head, Prince Edward Island",46.383134,-62.11238,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,644,855,64,98,329,415,272,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ninespine stickleback,3273,5723,5,5,NA,9,TL,NA,NA,6.5,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.32,0.095,Troph of juv./adults from 8 studies.,47371,3.35,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.0949999988079071,TRUE,9
4104,Pungitius_pungitius,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NA,Ninespine stickleback,"Bathurst Harbour, New Brunswick",47.652589999999996,-65.62222,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,289,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ninespine stickleback,3273,5723,5,5,NA,9,TL,NA,NA,6.5,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.32,0.095,Troph of juv./adults from 8 studies.,47371,3.35,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.0949999988079071,TRUE,9
4105,Pungitius_pungitius,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NA,Ninespine stickleback,"Bouctouche, New Brunswick",46.475972,-64.710486,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,135,119,245,116,44,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ninespine stickleback,3273,5723,5,5,NA,9,TL,NA,NA,6.5,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.32,0.095,Troph of juv./adults from 8 studies.,47371,3.35,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.0949999988079071,TRUE,9
4106,Pungitius_pungitius,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NA,Ninespine stickleback,Brudenell-Montague,46.172776,-62.547863,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,174,50,19,6,56,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ninespine stickleback,3273,5723,5,5,NA,9,TL,NA,NA,6.5,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.32,0.095,Troph of juv./adults from 8 studies.,47371,3.35,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.0949999988079071,TRUE,9
4107,Pungitius_pungitius,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NA,Ninespine stickleback,"Cape Jourimain, New Brunswick",46.136433,-63.802767,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,22,28,62,11,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ninespine stickleback,3273,5723,5,5,NA,9,TL,NA,NA,6.5,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.32,0.095,Troph of juv./adults from 8 studies.,47371,3.35,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.0949999988079071,TRUE,9
4108,Pungitius_pungitius,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NA,Ninespine stickleback,"Cap-Pele, New Brunswick",46.1827,-64.11454,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,252,242,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ninespine stickleback,3273,5723,5,5,NA,9,TL,NA,NA,6.5,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.32,0.095,Troph of juv./adults from 8 studies.,47371,3.35,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.0949999988079071,TRUE,9
4109,Pungitius_pungitius,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NA,Ninespine stickleback,"Caraquet, New Brunswick",47.777114,-65.029957,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,7,14,10,21,11,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ninespine stickleback,3273,5723,5,5,NA,9,TL,NA,NA,6.5,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.32,0.095,Troph of juv./adults from 8 studies.,47371,3.35,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.0949999988079071,TRUE,9
4110,Pungitius_pungitius,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NA,Ninespine stickleback,Cheticamp,46.6243,-61.017433,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,198,50,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ninespine stickleback,3273,5723,5,5,NA,9,TL,NA,NA,6.5,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.32,0.095,Troph of juv./adults from 8 studies.,47371,3.35,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.0949999988079071,TRUE,9
4111,Pungitius_pungitius,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NA,Ninespine stickleback,"Cocagne, New Brunswick",46.34102,-64.573724,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,76,8,82,33,19,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ninespine stickleback,3273,5723,5,5,NA,9,TL,NA,NA,6.5,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.32,0.095,Troph of juv./adults from 8 studies.,47371,3.35,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.0949999988079071,TRUE,9
4112,Pungitius_pungitius,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NA,Ninespine stickleback,DeSable River,46.19352778,-63.42713889,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,25,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ninespine stickleback,3273,5723,5,5,NA,9,TL,NA,NA,6.5,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.32,0.095,Troph of juv./adults from 8 studies.,47371,3.35,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.0949999988079071,TRUE,9
4113,Pungitius_pungitius,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NA,Ninespine stickleback,Eel Ground,46.98624,-65.57426,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,10,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ninespine stickleback,3273,5723,5,5,NA,9,TL,NA,NA,6.5,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.32,0.095,Troph of juv./adults from 8 studies.,47371,3.35,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.0949999988079071,TRUE,9
4114,Pungitius_pungitius,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NA,Ninespine stickleback,Hillsborrough,46.23122,-63.14804,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,18,418,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ninespine stickleback,3273,5723,5,5,NA,9,TL,NA,NA,6.5,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.32,0.095,Troph of juv./adults from 8 studies.,47371,3.35,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.0949999988079071,TRUE,9
4115,Pungitius_pungitius,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NA,Ninespine stickleback,Lameque,47.789535,-64.646046,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,479,15,36,11,46,56,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ninespine stickleback,3273,5723,5,5,NA,9,TL,NA,NA,6.5,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.32,0.095,Troph of juv./adults from 8 studies.,47371,3.35,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.0949999988079071,TRUE,9
4116,Pungitius_pungitius,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NA,Ninespine stickleback,Mabou,46.07815,-61.455567,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,437,57,576,1094,913,683,110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ninespine stickleback,3273,5723,5,5,NA,9,TL,NA,NA,6.5,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.32,0.095,Troph of juv./adults from 8 studies.,47371,3.35,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.0949999988079071,TRUE,9
4117,Pungitius_pungitius,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NA,Ninespine stickleback,Malpeque Bay,46.51210099,-63.88889579,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ninespine stickleback,3273,5723,5,5,NA,9,TL,NA,NA,6.5,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.32,0.095,Troph of juv./adults from 8 studies.,47371,3.35,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.0949999988079071,TRUE,9
4118,Pungitius_pungitius,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NA,Ninespine stickleback,Mill River,46.773778,-64.126831,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,259,34,6,13,30,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ninespine stickleback,3273,5723,5,5,NA,9,TL,NA,NA,6.5,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.32,0.095,Troph of juv./adults from 8 studies.,47371,3.35,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.0949999988079071,TRUE,9
4119,Pungitius_pungitius,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NA,Ninespine stickleback,Miramichi,46.99527778,-65.56277778,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37,8,1,NULL,5,19,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ninespine stickleback,3273,5723,5,5,NA,9,TL,NA,NA,6.5,NG,NA,NA,NA,NA,NA,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.32,0.095,Troph of juv./adults from 8 studies.,47371,3.35,0.42,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.3199999332428,0.0949999988079071,TRUE,9
